滞る |とどこおる |[1] to stagnate; to be delayed; to be left undone [2] to be overdue (of a payment); to fall into arrears; to be outstanding |N/A
留める |とどめる |[1] to stop; to stay (e.g. the night); to cease; to put an end to [2] to contain; to keep (in position, in place); to limit [3] to record (e.g. a fact); to retain |4931
唱える |となえる |[1] to recite; to chant [2] to cry; to yell; to shout [3] to advocate; to advance; to preach; to insist |3710
殿様 |とのさま |[1] nobleman; dignitary; lord [2] feudal lord (of the Edo period); daimyo [3] man brought up away from the world; arrogant man with little knowledge of the ways of the world |N/A
帳 |とばり |curtain; hanging; bunting |N/A
扉 |とびら |[1] door; gate; opening [2] title page |2407
徒歩 |とほ |walking; going on foot |3287
乏しい |とぼしい |meagre; meager; scarce; limited; destitute; hard up; lacking; scanty; poor |4935
富 |とみ |[1] riches; wealth; fortune [2] resources [3] lottery |N/A
富む |とむ |[1] to be rich in; to abound in; to be abundant in; to be full of [2] to be rich; to be wealthy |4101
共 |とも |[1] together with [2] same [3] both; all; neither; none |422
共稼ぎ |ともかせぎ |(husband and wife) earning a living together |N/A
伴う |ともなう |[1] to accompany; to go hand in hand with; to be consequent upon [2] to be accompanied by; to bring with; to take with; to be involved in |900
共働き |ともばたらき |(husband and wife) both working; dual income |N/A
|トラブル |[1] trouble; difficulty; problem; quarrel; conflict; dispute; fight [2] failure (of an engine, machine, computer, etc.); breakdown; malfunction [3] (medical) condition; disorder; problem |2402
|トランジスタ |transistor |N/A
取りあえず |とりあえず |[1] first of all; at once; right away [2] for now; for the time being; tentatively [3] anyway |551
取り扱い |とりあつかい |treatment; service; handling; management |4340
取り扱う |とりあつかう |[1] to handle; to operate (a machine, etc.); to use [2] to deal with (an issue); to manage [3] to treat (someone); to deal with (someone) |3839
鳥居 |とりい |torii (Shinto shrine archway) |N/A
取り替え |とりかえ |swap; exchange |N/A
取り組む |とりくむ |[1] to grapple with; to wrestle with; to engage in a bout; to be matched against [2] to tackle (e.g. a problem); to come to grips with; to work hard on |1558
取り締まり |とりしまり |control; management; supervision |N/A
取り締まる |とりしまる |[1] to manage; to control; to supervise; to oversee; to command [2] to crack down on; to keep under strict control; to enforce; to regulate |N/A
取り調べる |とりしらべる |to investigate; to examine |N/A
取り立てる |とりたてる |[1] to collect (debts); to dun; to exact; to extort [2] to appoint; to promote; to give patronage [3] to emphasize; to focus on; to call attention to |N/A
取り次ぐ |とりつぐ |[1] to pass on (a message, thoughts, etc.); to convey; to transmit; to relay; to tell [2] to inform (of a visitor, phone call, etc.); to announce (a visitor); to answer (the door or phone on someone's behalf); to usher in (a guest) [3] to act as an agent (between a manufacturer, wholesaler, etc. and retailers); to act as an intermediary; to handle (goods; for a company) |N/A
取り除く |とりのぞく |to remove; to deinstall; to take away; to set apart |3588
取引 |とりひき |transactions; dealings; business |2554
取り巻く |とりまく |to surround; to encircle; to enclose |4190
取り混ぜる |とりまぜる |to mix; to put together |N/A
取り戻す |とりもどす |to take back; to get back; to regain; to recover; to restore; to recoup |2848
取り寄せる |とりよせる |[1] to order; to send away for; to have (something) sent to one [2] to pull (something) closer |N/A
取り分け |とりわけ |[1] especially; particularly; above all [2] portioning out (servings of food) |3097
蕩ける |とろける |[1] to melt (and become soft or liquid) [2] to be enchanted (by); to be charmed; to be bewitched |N/A
飛んだ |とんだ |[1] unexpected; unlikely; strange [2] terrible; awful; horrible; serious; outrageous [3] very; extremely |N/A
|トーン |tone |N/A
胴 |どう |[1] trunk; torso; body; abdomen; waist [2] plastron (in kendo); touching the plastron (kimari-te in kendo) [3] frame (of a drum, etc.); sound box (of a shamisen, etc.); hull (of a ship) |95
同 |どう |[1] the same; the said [2] likewise |1805
同意 |どうい |[1] agreement; consent; approval; assent [2] same opinion; same view [3] same meaning |3241
動員 |どういん |mobilization; mobilisation |N/A
同感 |どうかん |same feeling; same sentiment; same opinion; sympathy; agreement; concurrence |N/A
動機 |どうき |[1] motive; incentive [2] motif |3566
同級 |どうきゅう |the same grade; same class |N/A
同居 |どうきょ |living together; coexistence |4026
動向 |どうこう |trend; tendency; movement; attitude |2898
同士 |どうし |fellow; mutual; companion; comrade |N/A
同志 |どうし |[1] like-mindedness; (being of the) same mind; shared sentiment [2] comrade; fellow; kindred soul |N/A
同情 |どうじょう |sympathy; compassion; pity |N/A
道場 |どうじょう |[1] dojo; hall used for martial arts training [2] manda (place of Buddhist practice or meditation, esp. the place under the bodhi tree where Buddha attained enlightenment) |N/A
同調 |どうちょう |[1] conformity; alignment; agreement; sympathy; following suit [2] tuning [3] same tone; same pitch |N/A
動的 |どうてき |dynamic; kinetic |N/A
同等 |どうとう |equality; equal; same rights; same rank; equivalence |N/A
堂々 |どうどう |[1] magnificent; grand; impressive; dignified; majestic; imposing; stately [2] fair; square; open; unashamed; brazen [3] grandly; boldly; confidently |4140
|どうにか |in some way or other; one way or another; somehow; only just; barely |N/A
導入 |どうにゅう |[1] introduction; bringing in; installation; setting up; importation [2] introduction (to a story, lecture, etc.); introductory part |1336
同封 |どうふう |enclosing (e.g. with a letter) |N/A
|どうやら |[1] possibly; apparently; (seem) likely; seemingly [2] somehow or other; with difficulty; barely; after a fashion |N/A
動揺 |どうよう |[1] shaking; trembling; pitching; rolling; oscillation [2] disturbance; unrest; agitation; excitement; commotion; turmoil; discomposure; feeling shaken |4999
読者 |どくしゃ |reader |2879
独自 |どくじ |[1] original; unique; distinctive; characteristic; peculiar [2] independent; one's own; personal |2561
独占 |どくせん |[1] monopoly; monopolization; exclusivity [2] hogging; keeping to oneself |N/A
独創 |どくそう |originality |N/A
土産 |どさん |[1] product of the land [2] present; souvenir |N/A
土台 |どだい |[1] foundation; base; basis [2] from the beginning; from the outset; by nature |N/A
土手 |どて |[1] embankment; bank [2] beef sinew stewed in miso and mirin |N/A
土俵 |どひょう |[1] (wrestling) ring [2] forum (e.g. for discussion) [3] sandbag; gabion |N/A
土木 |どぼく |engineering works; civil engineering; public works |N/A
|ドライ |[1] dry [2] dry (tone, humour, etc.); unemotional; matter-of-fact; businesslike; practical [3] dry (of alcohol) |N/A
|ドライクリーニング |dry cleaning |N/A
|ドライバー |[1] driver (of a vehicle) [2] screwdriver [3] driver (club) |4460
|ドライブイン |[1] drive-in (bank, cinema, etc.) [2] roadside restaurant; rest stop |N/A
|ドリル |[1] drill bit; drill [2] drill (practice) [3] drill (Mandrillus leucophaeus) |N/A
何れ何れ |どれどれ |[1] which [2] well; now; c'mon |N/A
ど忘れ |どわすれ |lapse of memory; (something) slipping one's mind; forgetting for a moment something one knows well |N/A
鈍感 |どんかん |thickheaded; insensitive; dull; thick-skinned |N/A 
